archivo,clase_real,clase_predicha,prob_Black_rot,prob_Esca,prob_Healthy,prob_Leaf_blight,correcto
b7b4fb14-c350-4c88-8a2c-2e35c239af6a___Mt.N.V_HL 9051.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
bd7f0429-550b-4e28-95af-98e56b282437___Mt.N.V_HL 6130.JPG,Healthy,Healthy,0.005,0.0,0.995,0.0,True
c24fe968-c13f-46ca-add1-c03828f54cd3___Mt.N.V_HL 9103.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
ca0f32cb-25b3-4dcc-887f-fa4753c25ed5___Mt.N.V_HL 8998.JPG,Healthy,Healthy,0.01,0.0,0.99,0.0,True
cd71e97d-cc73-4fdd-b625-c735844c3ce7___Mt.N.V_HL 6185.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
cec7f924-af25-4461-9ef2-6a9525ac6513___Mt.N.V_HL 6029.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
d68b653c-4fe7-49ee-80d4-1f0c84092242___Mt.N.V_HL 6077.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
d7523938-e65a-469b-bf29-656e05bfde99___Mt.N.V_HL 9046.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
daf0e2e3-1d2b-4fcf-9dba-1ffa7605766e___Mt.N.V_HL 6210.JPG,Healthy,Healthy,0.0,0.0,0.995,0.005,True
e6073510-a72b-441c-9b8a-a2de063a54a4___Mt.N.V_HL 6093.JPG,Healthy,Healthy,0.025,0.01,0.965,0.0,True
e97052d8-edd8-4e09-bdbb-c1c312d2c833___Mt.N.V_HL 8926.JPG,Healthy,Healthy,0.005,0.0,0.995,0.0,True
eaf9de03-6ec6-453b-9cd1-38d5d3337ea3___Mt.N.V_HL 8951.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
ec1a4297-7055-4ff3-9635-de6f5b2b6533___Mt.N.V_HL 9013.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
edaa5185-4c46-42f4-98c9-cb17830c6fcf___Mt.N.V_HL 8977.JPG,Healthy,Healthy,0.005,0.015,0.975,0.005,True
f207869a-fff0-4339-9910-f381524c4599___Mt.N.V_HL 9125.JPG,Healthy,Healthy,0.035,0.01,0.955,0.0,True
f2c0965b-9c08-4e34-98e2-fbf310ae2ef8___Mt.N.V_HL 9038.JPG,Healthy,Healthy,0.0,0.0,1.0,0.0,True
f436f07c-ff87-4871-b712-5f282912f70c___Mt.N.V_HL 6180.JPG,Healthy,Healthy,0.005,0.01,0.98,0.005,True
f7c74956-3e0c-4669-b313-bf6e4559a91d___Mt.N.V_HL 9086.JPG,Healthy,Healthy,0.015,0.0,0.98,0.005,True
f8f6d1ee-deb5-4b3c-a92e-2583e2d6d590___Mt.N.V_HL 6122.JPG,Healthy,Healthy,0.035,0.01,0.94,0.015,True
fabd2864-3431-4f44-b3bf-fa3af593fe05___Mt.N.V_HL 9002.JPG,Healthy,Healthy,0.03,0.02,0.94,0.01,True
019e7c07-16e3-4584-baba-5d38defdfb2a___FAM_L.Blight 4742.JPG,Leaf_blight,Leaf_blight,0.025,0.0,0.0,0.975,True
0231ac9c-05aa-4710-8753-819c721b29b5___FAM_L.Blight 4639.JPG,Leaf_blight,Leaf_blight,0.005,0.005,0.0,0.99,True
06c943c3-7c61-46ec-a6ce-5c8f0536d2b4___FAM_L.Blight 1459.JPG,Leaf_blight,Black_rot,0.52,0.045,0.0,0.435,False
0771072b-cb0a-4ce9-b18a-cb9c654355e5___FAM_L.Blight 3752.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
09fa9fa8-7274-4abb-a999-3ba8999af0a9___FAM_L.Blight 1584.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
0bdc5e46-cdfc-4e14-910a-dbdb3841634d___FAM_L.Blight 4784.JPG,Leaf_blight,Leaf_blight,0.0,0.01,0.01,0.98,True
0e4eb45c-721c-49ee-8df6-b4f1508bedfd___FAM_L.Blight 1533.JPG,Leaf_blight,Leaf_blight,0.195,0.045,0.015,0.745,True
10473db7-4efd-4620-80a1-7f7183b1481f___FAM_L.Blight 1578.JPG,Leaf_blight,Leaf_blight,0.025,0.03,0.0,0.945,True
10ee05f6-5440-4b66-9979-2a5491d9ebaa___FAM_L.Blight 1644.JPG,Leaf_blight,Leaf_blight,0.06,0.11,0.005,0.825,True
127bfdf9-b583-47c1-b16e-dce2f10c7a22___FAM_L.Blight 4681.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
13afc598-abaf-46a3-ab05-4681d5b9bb20___FAM_L.Blight 4841.JPG,Leaf_blight,Leaf_blight,0.0,0.005,0.005,0.99,True
14b018c3-0824-435b-8ad2-c1fc73c0ac66___FAM_L.Blight 4783.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
17369149-0cbf-433d-9e43-1d8ba375e1d4___FAM_L.Blight 3636.JPG,Leaf_blight,Leaf_blight,0.005,0.005,0.0,0.99,True
1a2da798-3f89-4379-90b0-d04951adb782___FAM_L.Blight 3645.JPG,Leaf_blight,Leaf_blight,0.17,0.105,0.075,0.65,True
1d26a7ba-5ba1-4ac0-a045-b7b6d67f1fdd___FAM_L.Blight 1531.JPG,Leaf_blight,Leaf_blight,0.155,0.03,0.01,0.805,True
1d79a268-2804-47ce-83fe-b8e3036baa2f___FAM_L.Blight 4780.JPG,Leaf_blight,Leaf_blight,0.01,0.0,0.0,0.99,True
1def114d-13d9-4e06-ad6e-556fa4137a10___FAM_L.Blight 4665.JPG,Leaf_blight,Leaf_blight,0.01,0.005,0.0,0.985,True
1ef3043c-a33f-492e-b873-9eacc52fa9c3___FAM_L.Blight 4594.JPG,Leaf_blight,Leaf_blight,0.03,0.02,0.005,0.945,True
258600e9-8638-41b2-9d83-b2cbbecda02c___FAM_L.Blight 1717.JPG,Leaf_blight,Leaf_blight,0.03,0.025,0.0,0.945,True
25e2f7a4-cf4a-4d22-8c97-46292ae6d475___FAM_L.Blight 4791.JPG,Leaf_blight,Leaf_blight,0.105,0.055,0.125,0.715,True
2647944b-ed9e-4480-aa7f-c50eff845679___FAM_L.Blight 4741.JPG,Leaf_blight,Leaf_blight,0.07,0.01,0.01,0.91,True
279adf51-210b-43af-956a-453828159707___FAM_L.Blight 3659.JPG,Leaf_blight,Leaf_blight,0.01,0.01,0.0,0.98,True
279b02e6-6c6e-43eb-abfa-171cd1bded41___FAM_L.Blight 4548.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
28cad5b8-7856-4656-81d4-060d8c1f9cda___FAM_L.Blight 3644.JPG,Leaf_blight,Leaf_blight,0.1,0.03,0.03,0.84,True
2afbac6f-081c-464d-a001-3107bf2150a6___FAM_L.Blight 1514.JPG,Leaf_blight,Leaf_blight,0.14,0.095,0.065,0.7,True
2b735e09-c466-4d1d-903c-f4ea036225fa___FAM_L.Blight 4703.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
2b82e665-b765-4514-93c9-715a2e452b34___FAM_L.Blight 0791.JPG,Leaf_blight,Black_rot,0.565,0.245,0.0,0.19,False
2bab428e-519b-4e4e-95db-45d88765a486___FAM_L.Blight 4907.JPG,Leaf_blight,Leaf_blight,0.065,0.09,0.0,0.845,True
2c278897-0113-4a1a-b243-1f44deb6e495___FAM_L.Blight 1716.JPG,Leaf_blight,Leaf_blight,0.065,0.005,0.005,0.925,True
2d17737b-862c-4818-a0e9-01846b582bc2___FAM_L.Blight 4537.JPG,Leaf_blight,Leaf_blight,0.045,0.01,0.015,0.93,True
2e37edec-4bbc-4fe1-bf5c-4cfee149adb5___FAM_L.Blight 0778.JPG,Leaf_blight,Leaf_blight,0.03,0.01,0.005,0.955,True
2f24f635-8959-4d9f-bca4-48ece412c3aa___FAM_L.Blight 3697.JPG,Leaf_blight,Leaf_blight,0.07,0.02,0.01,0.9,True
2f69212b-87c5-4d8d-8bd5-a6ecbca6f22b___FAM_L.Blight 1394.JPG,Leaf_blight,Leaf_blight,0.01,0.0,0.0,0.99,True
2ff2c091-83fe-4537-989c-bbc5fb212913___FAM_L.Blight 4956.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
309e6a97-3736-4546-b77e-8fe5b8945463___FAM_L.Blight 0806.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.005,0.99,True
32947471-dbca-4d1a-9bd2-a014ac923790___FAM_L.Blight 1621.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
337b0af5-ec5d-4935-b661-0b480caa6ea5___FAM_L.Blight 4777.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
338dd61a-290b-43e4-9f7d-022bd918aa58___FAM_L.Blight 4949.JPG,Leaf_blight,Leaf_blight,0.015,0.0,0.0,0.985,True
347efc0d-b067-4c8a-8ee9-df88b70bbe2d___FAM_L.Blight 4628.JPG,Leaf_blight,Leaf_blight,0.255,0.035,0.005,0.705,True
34abc5bd-a22d-40f3-a516-05cdf383a39b___FAM_L.Blight 3731.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
34f0c357-d210-4451-be8c-cf07215268bb___FAM_L.Blight 1478.JPG,Leaf_blight,Leaf_blight,0.21,0.115,0.005,0.67,True
35d01fef-46ec-4a5e-ba92-f2a6c0485fda___FAM_L.Blight 1625.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
380946a0-d5e4-41d5-be2a-ce4850b45506___FAM_L.Blight 4625.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
3b31ce15-2e27-4d3c-acff-bb2f72204048___FAM_L.Blight 1522.JPG,Leaf_blight,Leaf_blight,0.185,0.095,0.005,0.715,True
3b49b5f5-1066-4913-9eb4-e74b9a21af03___FAM_L.Blight 1364.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
3b8d48cf-bc06-4fd5-a35f-712519b8f7bc___FAM_L.Blight 3648.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.01,0.985,True
3bfbaac1-a8b5-447e-9845-5675b0d17ebf___FAM_L.Blight 4838.JPG,Leaf_blight,Leaf_blight,0.09,0.14,0.0,0.77,True
3ca846ab-fca5-402e-a9fd-813278dfbfe0___FAM_L.Blight 1502.JPG,Leaf_blight,Leaf_blight,0.22,0.05,0.025,0.705,True
3ce64bf3-1d54-4d8e-8f3d-c74edddbfd3d___FAM_L.Blight 4717.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
3e14eb16-4fd0-4c1f-92bb-c3efc01dc35c___FAM_L.Blight 1721.JPG,Leaf_blight,Leaf_blight,0.01,0.02,0.0,0.97,True
402e809f-6fed-46a4-bf4d-3a78431c1555___FAM_L.Blight 4577.JPG,Leaf_blight,Leaf_blight,0.015,0.06,0.0,0.925,True
411bde08-1f89-4bda-a40e-6aa7c899e97d___FAM_L.Blight 1488.JPG,Leaf_blight,Leaf_blight,0.11,0.025,0.02,0.845,True
414a0d83-ecad-424e-aa43-260fc5a45c2a___FAM_L.Blight 1697.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
4265a06b-8b7e-43ec-8fd0-7419f4ca9afd___FAM_L.Blight 4801.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
432f337d-5b28-495e-af5a-38e7f6142600___FAM_L.Blight 1587.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
46c36268-2523-4c8c-bf43-77eb11c4f5e1___FAM_L.Blight 0785.JPG,Leaf_blight,Leaf_blight,0.055,0.005,0.005,0.935,True
49dab82f-35b3-486d-94c6-cd856b44a19a___FAM_L.Blight 4812.JPG,Leaf_blight,Leaf_blight,0.005,0.005,0.02,0.97,True
49dd07b2-ae4e-4e36-928c-a5bdb4577431___FAM_L.Blight 4700.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
49e8818b-1902-4d74-9af0-b53ab83d52d0___FAM_L.Blight 4808.JPG,Leaf_blight,Leaf_blight,0.015,0.025,0.005,0.955,True
4aaa189f-d5bc-408a-9c36-13aaed174f16___FAM_L.Blight 3686.JPG,Leaf_blight,Leaf_blight,0.01,0.005,0.0,0.985,True
4b45f1a3-1227-4e76-a1a1-7998f1227d08___FAM_L.Blight 1503.JPG,Leaf_blight,Leaf_blight,0.09,0.055,0.07,0.785,True
4c08f1e5-825d-4992-8cb7-0ac1bdf38ae2___FAM_L.Blight 1604.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.01,0.99,True
4da71de7-0bd9-455e-ab4b-8459a031fcf6___FAM_L.Blight 4847.JPG,Leaf_blight,Leaf_blight,0.1,0.075,0.015,0.81,True
4fb37ee9-170c-4edf-88a1-60f2d0b245be___FAM_L.Blight 1560.JPG,Leaf_blight,Leaf_blight,0.15,0.055,0.0,0.795,True
4ffdc46e-9451-4497-9403-10671dcb4cdc___FAM_L.Blight 3788.JPG,Leaf_blight,Leaf_blight,0.03,0.0,0.0,0.97,True
51a236ae-939f-4f9e-97bf-f0ea246b637f___FAM_L.Blight 4743.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.005,0.995,True
522e6b5a-0a38-4d51-a0f5-1665f818f23e___FAM_L.Blight 1612.JPG,Leaf_blight,Leaf_blight,0.07,0.19,0.02,0.72,True
52c1cf06-9639-4877-b9e0-8579b8d85232___FAM_L.Blight 1638.JPG,Leaf_blight,Leaf_blight,0.01,0.01,0.0,0.98,True
52d309ed-a833-4def-9950-0cc29a3b5952___FAM_L.Blight 4802.JPG,Leaf_blight,Leaf_blight,0.0,0.005,0.0,0.995,True
53564db3-6a7d-48e3-9cf8-b77b48fa0502___FAM_L.Blight 1412.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
54396503-ef60-4a0b-b38c-9b041a2f9d53___FAM_L.Blight 1496.JPG,Leaf_blight,Leaf_blight,0.095,0.015,0.025,0.865,True
57f4032d-d8f1-42e9-b133-c4b07f3dedcc___FAM_L.Blight 1545.JPG,Leaf_blight,Leaf_blight,0.08,0.07,0.03,0.82,True
58d319d5-99c7-4cd1-9584-b24797c2ad8d___FAM_L.Blight 3720.JPG,Leaf_blight,Leaf_blight,0.025,0.01,0.015,0.95,True
58d47a34-17b6-42e8-a726-16e238ddf11b___FAM_L.Blight 4679.JPG,Leaf_blight,Leaf_blight,0.005,0.005,0.005,0.985,True
5926a096-60be-4f1f-bf8c-a665ab588861___FAM_L.Blight 1609.JPG,Leaf_blight,Leaf_blight,0.005,0.005,0.0,0.99,True
59f88755-a95e-42a8-b7ec-5e139d4d7d0e___FAM_L.Blight 3689.JPG,Leaf_blight,Leaf_blight,0.045,0.005,0.0,0.95,True
5a50e65a-30a7-4a66-a46a-ab43b2ac6317___FAM_L.Blight 4652.JPG,Leaf_blight,Leaf_blight,0.28,0.05,0.04,0.63,True
5acd6847-c005-4bf8-a676-80c93e802f87___FAM_L.Blight 0810.JPG,Leaf_blight,Leaf_blight,0.01,0.015,0.04,0.935,True
5ae558a8-4305-415c-9b99-3e3062011d1b___FAM_L.Blight 4904.JPG,Leaf_blight,Leaf_blight,0.05,0.07,0.0,0.88,True
5d261e2e-5541-4b94-b3d4-bce65bd7e12d___FAM_L.Blight 1679.JPG,Leaf_blight,Leaf_blight,0.025,0.03,0.01,0.935,True
5ffff25b-fcaa-4f93-ba23-9315ce5adcd6___FAM_L.Blight 1451.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
61035474-7322-4ef0-82f6-9fbc8deed18f___FAM_L.Blight 4604.JPG,Leaf_blight,Black_rot,0.885,0.065,0.0,0.05,False
61356c31-6b08-4995-a192-1d44a5d20d8e___FAM_L.Blight 3643.JPG,Leaf_blight,Leaf_blight,0.06,0.015,0.005,0.92,True
61580347-a393-4521-bec9-dc195a94b7f2___FAM_L.Blight 1468.JPG,Leaf_blight,Leaf_blight,0.285,0.115,0.0,0.6,True
6163597f-f7bc-4802-a9b8-cda506a1857a___FAM_L.Blight 1707.JPG,Leaf_blight,Leaf_blight,0.19,0.09,0.08,0.64,True
6378484e-ee1d-4d23-9fbc-4af29fb0b14b___FAM_L.Blight 1518.JPG,Leaf_blight,Leaf_blight,0.125,0.015,0.06,0.8,True
65f20309-60c7-4a2c-acbd-5ae4efcdc4ef___FAM_L.Blight 3680.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.005,0.995,True
6679c348-59cb-4732-8ae3-928451bf4b13___FAM_L.Blight 4715.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
67404133-edc0-4e07-a4ec-6bcb825e3702___FAM_L.Blight 4675.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.005,0.995,True
69a14243-b896-4910-8c9a-f96920d738d8___FAM_L.Blight 1722.JPG,Leaf_blight,Leaf_blight,0.145,0.07,0.03,0.755,True
6aee7b78-f557-4a97-bced-7f6e2c1ffae0___FAM_L.Blight 3650.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
6b7e17e8-e033-4eb5-93bc-c313fd70c8a7___FAM_L.Blight 4815.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
6bac8771-bc3c-48a6-96f9-f43994aeb832___FAM_L.Blight 3706.JPG,Leaf_blight,Leaf_blight,0.0,0.005,0.005,0.99,True
6e4d7942-a265-44b0-990e-0f3448a21f31___FAM_L.Blight 3787.JPG,Leaf_blight,Leaf_blight,0.025,0.025,0.0,0.95,True
6ef1c3be-ce3e-416a-ba51-d7b6b53d3faf___FAM_L.Blight 4969.JPG,Leaf_blight,Leaf_blight,0.04,0.02,0.0,0.94,True
6f133cb4-b5c3-4f41-a22d-59fb7ec591f0___FAM_L.Blight 4545.JPG,Leaf_blight,Leaf_blight,0.055,0.005,0.005,0.935,True
6f672efb-7502-4585-8544-facc7b82d96b___FAM_L.Blight 0796.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
7231252d-783a-4fd9-87d1-f1867b5f74c7___FAM_L.Blight 1443.JPG,Leaf_blight,Leaf_blight,0.04,0.035,0.02,0.905,True
735a324d-b956-410d-9f23-ad68fbd56b21___FAM_L.Blight 1550.JPG,Leaf_blight,Leaf_blight,0.01,0.0,0.0,0.99,True
74290c7b-f998-46b0-9681-eacb44dbb022___FAM_L.Blight 1413.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
748117e1-e645-4cc4-a8d3-b3b7f64c22cf___FAM_L.Blight 1477.JPG,Leaf_blight,Leaf_blight,0.13,0.035,0.03,0.805,True
754505a9-a4d3-4dc4-a136-b55389b80b76___FAM_L.Blight 1698.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
756bd990-15bf-447e-9e3d-3d597509a79d___FAM_L.Blight 4605.JPG,Leaf_blight,Leaf_blight,0.34,0.11,0.04,0.51,True
76e6f4da-eb1d-4af9-9bd0-75a46b9f47da___FAM_L.Blight 1589.JPG,Leaf_blight,Leaf_blight,0.035,0.105,0.0,0.86,True
791fbbb4-087e-4a00-9694-de48028f8d1f___FAM_L.Blight 4724.JPG,Leaf_blight,Leaf_blight,0.015,0.025,0.005,0.955,True
79a36ce0-653e-4607-a6ac-bfa5e0209fc2___FAM_L.Blight 4767.JPG,Leaf_blight,Leaf_blight,0.035,0.0,0.015,0.95,True
7abb01f9-fba8-4f04-a8b4-aacbe78adf77___FAM_L.Blight 4993.JPG,Leaf_blight,Leaf_blight,0.025,0.015,0.0,0.96,True
8058a339-b754-473f-8d6a-7561787ada09___FAM_L.Blight 1499.JPG,Leaf_blight,Leaf_blight,0.185,0.015,0.0,0.8,True
80a81205-f5b3-477b-b3a1-3982a8ff2435___FAM_L.Blight 0813.JPG,Leaf_blight,Leaf_blight,0.205,0.03,0.025,0.74,True
80bc3455-9ec0-4ec7-8681-10a063facbae___FAM_L.Blight 3688.JPG,Leaf_blight,Leaf_blight,0.01,0.01,0.0,0.98,True
8243e3f5-4864-4944-956c-9fdcab4b18ef___FAM_L.Blight 1548.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
836d2a24-5de9-4104-901e-ea3106ad7eb5___FAM_L.Blight 1441.JPG,Leaf_blight,Leaf_blight,0.065,0.015,0.01,0.91,True
8392a4e9-5994-4044-aebf-3a333f63fccf___FAM_L.Blight 1540.JPG,Leaf_blight,Leaf_blight,0.015,0.005,0.005,0.975,True
8436510b-4989-4f31-bd77-0e4583db26c3___FAM_L.Blight 1685.JPG,Leaf_blight,Leaf_blight,0.005,0.005,0.005,0.985,True
85b5b58b-ce03-4a10-844e-08e3b2c14d61___FAM_L.Blight 4573.JPG,Leaf_blight,Leaf_blight,0.095,0.02,0.025,0.86,True
88a40dd6-6598-4b9a-9303-4757546e3d9d___FAM_L.Blight 1583.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
89cd6ba7-d7a5-42b9-b082-4d5206ac2e28___FAM_L.Blight 4627.JPG,Leaf_blight,Leaf_blight,0.165,0.03,0.005,0.8,True
89dc7e98-963f-46e6-ada5-52f691f73cf1___FAM_L.Blight 1664.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
8d9ebabe-3872-4158-a212-71089fd3f285___FAM_L.Blight 0802.JPG,Leaf_blight,Leaf_blight,0.05,0.005,0.005,0.94,True
8e6b80f3-8faa-4703-8d62-73669c62f19b___FAM_L.Blight 1484.JPG,Leaf_blight,Leaf_blight,0.1,0.02,0.015,0.865,True
8ec33d2f-9a5e-45a8-93f3-0eed57944d7b___FAM_L.Blight 1377.JPG,Leaf_blight,Black_rot,0.55,0.185,0.02,0.245,False
8ed09c19-b193-4134-94df-b1491c5f2daf___FAM_L.Blight 4721.JPG,Leaf_blight,Leaf_blight,0.025,0.005,0.0,0.97,True
904ad76d-c2c5-43b2-a874-7b80602602d5___FAM_L.Blight 4608.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
914468c9-33f4-4da4-8eb2-23ab4225c3f5___FAM_L.Blight 4973.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
91f06eef-b307-4632-a470-99f15e05f54a___FAM_L.Blight 1485.JPG,Leaf_blight,Leaf_blight,0.11,0.06,0.105,0.725,True
92c366a7-958d-49ea-b5b7-b18373d4ea49___FAM_L.Blight 3649.JPG,Leaf_blight,Leaf_blight,0.0,0.01,0.01,0.98,True
93ceca0e-43ec-4b03-97ab-6dc037899eec___FAM_L.Blight 4510.JPG,Leaf_blight,Leaf_blight,0.01,0.005,0.0,0.985,True
996560b8-816d-486d-af99-7777c85ec89d___FAM_L.Blight 4835.JPG,Leaf_blight,Leaf_blight,0.065,0.12,0.0,0.815,True
999e3735-a305-4048-8bcf-08995660e12e___FAM_L.Blight 4535.JPG,Leaf_blight,Leaf_blight,0.025,0.0,0.0,0.975,True
9ad9a56b-ab99-4373-8aea-e8eca129c7c3___FAM_L.Blight 0808.JPG,Leaf_blight,Leaf_blight,0.025,0.005,0.005,0.965,True
9b979112-411f-4bf3-94cf-b3d99382a046___FAM_L.Blight 1495.JPG,Leaf_blight,Leaf_blight,0.025,0.02,0.025,0.93,True
9d62bde9-951a-4b1a-ac24-09131cabd8dc___FAM_L.Blight 1556.JPG,Leaf_blight,Leaf_blight,0.035,0.005,0.0,0.96,True
9e7bf72d-a42c-4d5b-974a-41cafa8ad856___FAM_L.Blight 1536.JPG,Leaf_blight,Leaf_blight,0.035,0.015,0.04,0.91,True
a01aed25-9434-4352-8d7f-eb208ac65b59___FAM_L.Blight 3729.JPG,Leaf_blight,Leaf_blight,0.035,0.04,0.005,0.92,True
a08e6727-aac8-4e31-9bc1-c687207106dd___FAM_L.Blight 3655.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.015,0.98,True
a0cf615d-82ba-4200-832b-8c35e724f7b7___FAM_L.Blight 4959.JPG,Leaf_blight,Leaf_blight,0.04,0.01,0.0,0.95,True
a2087038-2e20-4549-98bb-dd657d4a28d8___FAM_L.Blight 3743.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
a2a7d53f-b437-4b33-b57d-489cb882ceb1___FAM_L.Blight 1490.JPG,Leaf_blight,Leaf_blight,0.08,0.03,0.1,0.79,True
a3ed2570-7749-432c-971b-56c684aac305___FAM_L.Blight 4579.JPG,Leaf_blight,Leaf_blight,0.075,0.03,0.005,0.89,True
a3f8d893-6d31-4115-bd62-c6af363e8f6c___FAM_L.Blight 4760.JPG,Leaf_blight,Leaf_blight,0.035,0.005,0.025,0.935,True
a561efdd-a5af-4326-9600-861cde75b09d___FAM_L.Blight 1623.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
a806930f-9bee-4c5b-b354-bbfb2b633790___FAM_L.Blight 3666.JPG,Leaf_blight,Leaf_blight,0.09,0.09,0.005,0.815,True
a964125d-6ede-4db2-9131-23b9dabe3dc3___FAM_L.Blight 4823.JPG,Leaf_blight,Black_rot,0.435,0.065,0.075,0.425,False
aa04ad0f-141c-4e2d-b9f6-0f3899af1d40___FAM_L.Blight 0782.JPG,Leaf_blight,Leaf_blight,0.065,0.025,0.01,0.9,True
aabfd287-1fb1-4002-b193-8bcc729e1c07___FAM_L.Blight 1526.JPG,Leaf_blight,Leaf_blight,0.225,0.21,0.035,0.53,True
abc17dae-01ec-4161-84f0-6e374ef82f39___FAM_L.Blight 1369.JPG,Leaf_blight,Leaf_blight,0.065,0.005,0.015,0.915,True
abe606fb-ca07-4c09-9d41-944c717f6fc8___FAM_L.Blight 1513.JPG,Leaf_blight,Leaf_blight,0.11,0.1,0.015,0.775,True
ac025db6-6342-4dd6-9ea0-19ffc2d112ef___FAM_L.Blight 4939.JPG,Leaf_blight,Leaf_blight,0.185,0.025,0.005,0.785,True
ad9a833c-4242-4945-a92a-9d68e758ad6c___FAM_L.Blight 1544.JPG,Leaf_blight,Leaf_blight,0.12,0.08,0.025,0.775,True
af35c228-1910-47aa-acbd-6e099be38ce2___FAM_L.Blight 4928.JPG,Leaf_blight,Leaf_blight,0.015,0.0,0.0,0.985,True
af48285c-385a-473e-871b-6f2e72ae4002___FAM_L.Blight 4798.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
afa1aa52-eed2-47a3-9935-ee74531d376d___FAM_L.Blight 4572.JPG,Leaf_blight,Leaf_blight,0.075,0.0,0.01,0.915,True
b0dfd9ec-fa42-4ca4-ad8b-76be947df409___FAM_L.Blight 1683.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
b277b0c6-846c-45f5-b314-e04d965e22be___FAM_L.Blight 4996.JPG,Leaf_blight,Leaf_blight,0.035,0.025,0.0,0.94,True
b2782d03-fed9-4964-bb41-aeb868271624___FAM_L.Blight 1602.JPG,Leaf_blight,Leaf_blight,0.0,0.0,0.0,1.0,True
b42f7e3e-513e-4b66-a19a-91b1867932de___FAM_L.Blight 1361.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
b69d2a63-5035-4338-93ee-6e00d9604eab___FAM_L.Blight 3744.JPG,Leaf_blight,Leaf_blight,0.005,0.0,0.0,0.995,True
b939c614-4205-4de8-acbc-277f29375dd2___FAM_L.Blight 4602.JPG,Leaf_blight,Black_rot,0.425,0.255,0.01,0.31,False
ba1a3c37-04cd-4fbf-bac2-fecad04c3c73___FAM_L.Blight 4985.JPG,Leaf_blight,Leaf_blight,0.09,0.035,0.01,0.865,True
ba8778b1-8caf-47b6-a3c1-d0d5b259a0c0___FAM_L.Blight 1603.JPG,Leaf_blight,Leaf_blight,0.005,0.015,0.0,0.98,True
